1	18	310
2	26	315
3	42	311
4	43	278
5	43	290
6	43	311
7	43	331
8	44	278
9	44	279
10	44	331
11	49	277
12	49	278
13	50	277
14	50	278
15	50	350
16	51	350
17	51	351
18	53	330
19	55	277
20	57	340
21	58	339
22	58	340
23	59	339
24	59	340
25	65	285
26	65	287
27	66	286
28	67	287
29	67	320
30	68	320
31	70	327
32	71	327
33	71	328
34	72	348
35	73	323
36	74	323
37	76	271
38	76	273
39	77	272
40	77	336
41	78	271
42	78	273
43	78	336
44	78	352
45	79	352
46	79	353
47	82	284
48	85	288
49	85	289
50	85	292
51	85	293
52	86	288
53	86	289
54	86	292
55	86	293
56	86	294
57	86	354
58	86	356
59	86	368
60	87	355
61	87	368
62	88	297
63	88	298
64	88	354
65	88	356
66	89	269
67	89	297
68	89	298
69	89	300
70	89	302
71	89	332
72	90	300
73	90	301
74	90	302
75	90	332
76	90	358
77	90	359
78	90	371
79	90	372
80	91	300
81	91	302
82	91	358
83	91	371
84	91	372
85	92	358
86	92	359
87	94	312
88	94	314
89	94	357
90	94	359
91	94	369
92	94	370
93	94	373
94	94	375
95	95	281
96	95	312
97	95	313
98	95	314
99	95	358
100	95	370
101	95	374
102	96	281
103	96	282
104	96	312
105	96	314
106	96	357
107	96	359
108	96	361
109	96	373
110	96	375
111	97	318
112	97	319
113	97	320
114	97	361
115	97	362
116	98	318
117	98	319
118	98	320
119	99	318
120	99	319
121	99	320
122	100	318
123	100	319
124	100	320
125	100	330
126	100	364
127	100	365
128	101	364
129	101	381
130	102	330
131	105	279
132	105	281
133	105	319
134	105	320
135	106	280
136	106	319
137	106	320
138	107	279
139	107	281
140	107	328
141	107	329
142	107	330
143	108	265
144	108	266
145	108	328
146	108	330
147	108	371
148	109	265
149	109	266
150	109	328
151	109	329
152	109	330
153	109	371
154	109	372
155	110	265
156	110	266
157	110	318
158	110	374
159	111	318
160	111	319
161	111	374
162	112	333
163	112	334
164	112	335
165	112	374
166	112	376
167	112	377
168	112	378
169	113	333
170	113	335
171	113	376
172	113	378
173	114	279
174	114	326
175	114	329
176	114	333
177	114	334
178	114	335
179	114	376
180	114	377
181	114	378
182	115	279
183	115	280
184	115	317
185	115	326
186	115	329
187	115	330
188	116	265
189	116	266
190	116	312
191	116	318
192	116	339
193	116	346
194	117	265
195	117	266
196	117	308
197	117	339
198	117	340
199	117	345
200	118	308
201	118	309
202	118	344
203	118	346
204	119	277
205	119	278
206	119	303
207	119	304
208	119	350
209	119	351
210	120	277
211	120	278
212	120	303
213	120	304
214	120	348
215	120	350
216	120	351
217	121	350
218	121	351
219	121	354
220	122	277
221	123	277
222	123	363
223	124	363
224	124	364
225	125	262
226	125	294
227	125	368
228	126	262
229	126	368
230	126	369
231	126	409
232	126	410
233	127	409
234	127	410
235	128	284
236	128	285
237	128	337
238	128	338
239	128	375
240	128	376
241	129	274
242	129	284
243	129	285
244	129	337
245	129	338
246	129	375
247	130	337
248	130	338
249	130	342
250	131	262
251	131	320
252	131	381
253	131	382
254	132	261
255	132	262
256	132	320
257	132	355
258	132	381
259	132	382
260	133	308
261	133	349
262	133	350
263	133	355
264	133	356
265	133	387
266	134	261
267	134	349
268	134	350
269	135	349
270	135	350
271	136	302
272	136	303
273	136	349
274	136	350
275	137	259
276	137	299
277	137	300
278	137	302
279	137	303
280	138	291
281	138	293
282	138	299
283	138	300
284	139	287
285	139	292
286	139	299
287	139	300
288	140	287
289	140	291
290	140	293
291	142	278
292	142	281
293	142	282
294	142	283
295	143	258
296	143	259
297	143	273
298	143	278
299	143	279
300	143	281
301	143	283
302	144	258
303	144	259
304	144	267
305	144	271
306	144	273
307	144	274
308	144	281
309	144	282
310	144	283
311	144	395
312	144	397
313	145	268
314	145	396
315	146	190
316	146	191
317	146	196
318	146	205
319	146	267
320	146	269
321	146	395
322	146	397
323	146	416
324	147	190
325	147	191
326	147	205
327	147	206
328	147	218
329	147	222
330	147	416
331	147	417
332	148	218
333	148	222
334	149	244
335	149	254
336	150	244
337	150	245
338	151	446
339	152	446
340	152	447
341	156	270
342	156	271
343	157	270
344	157	271
345	157	463
346	158	270
347	158	271
348	158	463
349	159	399
350	160	356
351	160	399
352	161	356
353	161	357
354	166	410
355	167	410
356	168	59
357	168	60
358	168	73
359	168	74
360	168	446
361	169	59
362	169	60
363	169	73
364	169	74
365	169	89
366	169	91
367	169	139
368	169	162
369	169	387
370	169	446
371	169	447
372	170	90
373	170	107
374	170	108
375	170	139
376	170	147
377	170	171
378	170	253
379	170	387
380	171	89
381	171	91
382	171	107
383	171	108
384	171	121
385	171	147
386	171	171
387	171	253
388	171	254
389	172	60
390	172	61
391	172	103
392	172	107
393	172	108
394	172	114
395	172	121
396	173	60
397	173	61
398	173	72
399	173	73
400	173	99
401	173	103
402	173	114
403	173	115
404	173	266
405	173	396
406	173	423
407	174	72
408	174	73
409	174	88
410	174	90
411	174	118
412	174	396
413	175	72
414	175	73
415	175	89
416	175	118
417	175	119
418	175	125
419	175	129
420	175	130
421	176	88
422	176	90
423	176	125
424	176	126
425	176	129
426	176	130
427	176	266
428	177	56
429	177	233
430	177	253
431	177	266
432	177	365
433	177	366
434	177	367
435	178	56
436	178	74
437	178	85
438	178	233
439	178	234
440	178	253
441	178	266
442	178	365
443	178	366
444	179	74
445	179	75
446	179	85
447	179	86
448	179	140
449	179	141
450	179	181
451	180	140
452	180	141
453	180	181
454	181	60
455	181	68
456	181	70
457	181	463
458	182	60
459	182	61
460	182	69
461	182	100
462	182	102
463	182	463
464	183	68
465	183	70
466	183	84
467	183	88
468	183	89
469	183	97
470	183	101
471	183	191
472	183	192
473	184	88
474	184	89
475	184	97
476	184	100
477	184	102
478	184	110
479	184	191
480	184	192
481	184	199
482	184	200
483	185	71
484	185	73
485	185	88
486	185	89
487	185	110
488	185	118
489	185	199
490	185	200
491	185	266
492	185	446
493	186	57
494	186	71
495	186	72
496	186	73
497	186	118
498	186	122
499	186	199
500	186	200
501	186	266
502	187	57
503	187	58
504	187	71
505	187	73
506	187	122
507	187	123
508	187	127
509	187	266
510	188	127
511	189	424
512	189	425
513	190	140
514	190	141
515	190	142
516	190	229
517	190	233
518	190	234
519	190	237
520	190	424
521	190	425
522	191	140
523	191	142
524	191	229
525	191	233
526	191	234
527	191	424
528	191	425
529	191	461
530	191	462
531	192	140
532	192	141
533	192	142
534	192	429
535	192	461
536	192	462
537	193	461
538	193	462
539	194	57
540	194	59
541	195	52
542	195	53
543	195	57
544	195	58
545	195	59
546	195	225
547	195	226
548	196	52
549	196	53
550	196	57
551	196	59
552	196	225
553	196	226
554	196	250
555	196	266
556	197	70
557	197	250
558	197	439
559	198	65
560	198	70
561	198	126
562	198	207
563	198	209
564	198	439
565	199	65
566	199	66
567	199	106
568	199	113
569	199	118
570	199	119
571	199	126
572	199	208
573	200	56
574	200	82
575	200	84
576	200	95
577	200	106
578	200	118
579	200	119
580	200	207
581	200	209
582	201	56
583	201	82
584	201	83
